pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_logg,st_loggerr1,st_loggerr2,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 249822095.01,EPIC 249822095,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,1.696716,5.8e-05,-5.9e-05,5.738,1.244,-0.792,0.0,0.51191095,0.11098244,-0.07065763,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5289.0,138.0,-138.0,1.992,0.136,-0.127,1.056,3.864,0.15,-0.15,15h47m21.82s,236.8409339,-17d36m38.94s,-17.6108162,581.435,14.057,-13.42,13.219,0.092,-0.092,10.756,0.023,-0.023,12.8085,0.000223,-0.000223,19/11/2021,2021-12,19/11/2021
EPIC 249827330.01,EPIC 249827330,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,31.396001,0.002111,-0.001587,10.695,0.748,-0.728,0.0,0.95414563,0.06673221,-0.06494792,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5631.0,138.0,-138.0,1.783,0.115,-0.109,0.949,3.916,0.15,-0.15,15h14m07.14s,228.5297306,-17d32m33.78s,-17.5427168,642.903,16.076,-15.324,13.092,0.069,-0.069,11.13,0.027,-0.027,12.7984,0.000378,-0.000378,19/11/2021,2021-12,19/11/2021
EPIC 249828900.01,EPIC 249828900,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,18.277358,0.003153,-0.002637,1.933,0.179,-0.165,0.0,0.17245101,0.01596934,-0.01472034,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4280.0,138.0,-138.0,0.636,0.047,-0.043,0.732,4.696,0.15,-0.15,15h17m41.09s,229.4212195,-17d31m21.90s,-17.5227493,295.939,2.91,-2.855,15.216,0.183,-0.183,12.073,0.024,-0.024,14.8236,0.000514,-0.000514,19/11/2021,2021-12,19/11/2021
EPIC 249865296.01,EPIC 249865296,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,28.888589,0.001505,-0.001484,6.05,0.427,-0.379,0.0,0.53974578,0.03809445,-0.03381217,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6117.0,138.0,-138.0,1.319,0.088,-0.08,1.03,4.212,0.15,-0.15,15h38m10.16s,234.5423454,-17d03m49.58s,-17.0637715,573.829,21.484,-20.01,13.067,0.137,-0.137,11.434,0.023,-0.023,12.8135,0.000269,-0.000269,19/11/2021,2021-12,19/11/2021
EPIC 249883770.01,EPIC 249883770,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,2.228112,0.000198,-0.000213,1.398,0.136,-0.116,0.0,0.12472142,0.01213313,-0.01034884,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4355.0,138.0,-138.0,0.693,0.052,-0.047,0.785,4.651,0.15,-0.15,15h37m11.03s,234.295942,-16d50m14.60s,-16.8373887,295.263,4.103,-3.995,14.778,0.149,-0.149,11.843,0.021,-0.021,14.4063,0.000307,-0.000307,19/11/2021,2021-12,19/11/2021
EPIC 249893012 b,EPIC 249893012,1,CONFIRMED,Hidalgo et al. 2020,1,3,Transit,2020,K2,Published Confirmed,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,3.5951,0.0003,-0.0003,1.95,0.09,-0.08,0.0,0.17396735,0.00802926,-0.00713712,0.0,0,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,5430.0,85.0,-85.0,1.71,0.04,-0.04,1.05,3.99,0.03,-0.03,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495,06/02/2020,2020-04,13/02/2020
EPIC 249893012 c,EPIC 249893012,1,CONFIRMED,Hidalgo et al. 2020,1,3,Transit,2020,K2,Published Confirmed,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,15.624,0.001,-0.001,3.67,0.17,-0.14,0.0,0.32741547,0.01516638,-0.01248996,0.0,0,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,5430.0,85.0,-85.0,1.71,0.04,-0.04,1.05,3.99,0.03,-0.03,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495,06/02/2020,2020-04,13/02/2020
EPIC 249893012 d,EPIC 249893012,1,CONFIRMED,Hidalgo et al. 2020,1,3,Transit,2020,K2,Published Confirmed,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,35.747,0.005,-0.005,3.94,0.13,-0.12,0.0,0.35150326,0.01159782,-0.01070568,0.0,0,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,5430.0,85.0,-85.0,1.71,0.04,-0.04,1.05,3.99,0.03,-0.03,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495,06/02/2020,2020-04,13/02/2020
EPIC 249901311.01,EPIC 249901311,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,0.801864,1.8e-05,-2.6e-05,1.433,0.06,-0.059,0.0,0.12784392,0.00535285,-0.00526364,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3594.0,138.0,-138.0,0.393,0.012,-0.012,0.384,4.834,0.033,-0.033,15h32m14.79s,233.0616398,-16d37m22.44s,-16.6228989,134.092,1.665,-1.625,17.12,0.2,-0.2,11.988,0.026,-0.026,15.5916,0.000588,-0.000588,19/11/2021,2021-12,19/11/2021
EPIC 249921188.01,EPIC 249921188,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,17.562214,0.000393,-0.000396,12.272,0.866,-0.814,0.0,1.09483639,0.07725948,-0.07262034,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5873.0,138.0,-138.0,1.619,0.111,-0.104,1.306,4.136,0.15,-0.15,15h46m32.26s,236.6344137,-16d23m20.46s,-16.3890166,1002.05,37.83,-35.215,14.198,0.092,-0.092,12.261,0.021,-0.021,13.922,0.000275,-0.000275,19/11/2021,2021-12,19/11/2021
EPIC 250045116.01,EPIC 250045116,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,35.960194,0.005179,-0.005746,2.45,0.235,-0.216,0.0,0.21857474,0.02096533,-0.01927026,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4090.0,138.0,-138.0,0.672,0.051,-0.048,0.645,4.587,0.15,-0.15,15h24m05.66s,231.0235725,-14d56m37.40s,-14.9437223,282.151,4.137,-4.021,15.462,0.137,-0.137,11.95,0.024,-0.024,14.7958,0.000512,-0.000512,19/11/2021,2021-12,19/11/2021
EPIC 250099723.01,EPIC 250099723,1,CANDIDATE,Castro Gonz&aacute;lez et al. 2020,1,0,Transit,2020,K2,Published Candidate,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,17.92,0.013,-0.014,2.07,0.09,-0.09,0.0,0.18467335,0.00802928,-0.00802928,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,4176.0,78.0,-78.0,0.576,0.007,-0.007,0.603,4.696,0.012,-0.012,15h24m38.28s,231.1595105,-14d17m21.04s,-14.2891781,142.704,0.58,-0.58,14.377,0.033,-0.033,10.797,0.021,-0.021,13.7647,0.000475,-0.000475,28/03/2022,2020-12,28/03/2022
EPIC 250106132.01,EPIC 250106132,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,22.122365,0.00143,-0.001328,3.715,0.262,-0.251,0.0,0.33143067,0.02337411,-0.02239276,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5393.0,138.0,-138.0,0.969,0.061,-0.057,1.122,4.517,0.15,-0.15,15h45m47.05s,236.4460428,-14d12m27.63s,-14.2076757,156.457,1.22,-1.201,11.307,0.02,-0.02,9.416,0.019,-0.019,11.188,0.000755,-0.000755,19/11/2021,2021-12,19/11/2021
EPIC 251304634.01,EPIC 251304634,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.392503,0.000355,-0.000271,1.11,0.103,-0.091,0.0,0.09902774,0.00918906,-0.00811849,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4707.0,138.0,-138.0,0.669,0.049,-0.045,0.705,4.634,0.15,-0.15,09h17m12.13s,139.3005504,+17d05m04.66s,17.0846276,148.641,1.334,-1.311,12.9,0.08,-0.08,10.296,0.022,-0.022,12.6181,0.000214,-0.000214,19/11/2021,2021-12,19/11/2021
EPIC 251399501.01,EPIC 251399501,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.634988,0.00127,-0.00124,2.605,0.096,-0.096,0.0,0.23240293,0.00856456,-0.00856456,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6020.0,37.0,-37.0,1.096,0.029,-0.028,0.89,4.306,0.06,-0.06,09h01m05.52s,135.273,+24d45m26.42s,24.7573387,348.182,7.467,-7.166,12.185,0.057,-0.057,10.761,0.018,-0.018,12.0412,0.0002,-0.0002,19/11/2021,2021-12,19/11/2021
EPIC 251578729.01,EPIC 251578729,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,14.223889,0.001788,-0.001694,21.936,7.789,-5.903,0.0,1.95700221,0.69488923,-0.52663129,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5023.0,138.0,-138.0,1.155,0.406,-0.308,1.631,4.524,0.151,-0.151,13h17m25.97s,199.3582044,-01d47m04.66s,-1.7846268,3147.98,1047.4,-731.29,17.9301,0.0465,-0.0465,15.674,0.268,-0.268,17.7176,0.001823,-0.001823,19/11/2021,2021-12,19/11/2021
EPIC 251584580.01,EPIC 251584580,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,10.973135,0.001525,-0.00166,2.67,0.26,-0.207,0.0,0.23820186,0.02319569,-0.01846733,0.0,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4940.0,138.0,-138.0,0.697,0.047,-0.041,0.823,4.668,0.15,-0.15,13h48m52.11s,207.2171095,-01d39m39.44s,-1.6609545,381.802,4.975,-4.851,14.766,0.172,-0.172,12.206,0.029,-0.029,14.3198,0.000326,-0.000326,19/11/2021,2021-12,19/11/2021
G 9-40 b,G 9-40,0,CONFIRMED,Stefansson et al. 2020,1,1,Transit,2019,K2,Published Confirmed,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,5.746007,6e-06,-6e-06,2.025,0.096,-0.097,0.0,0.1806584,0.00856455,-0.00865376,0.0,0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,3348.0,32.0,-32.0,0.3073,0.0059,-0.0061,0.29,4.926,0.027,-0.027,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276,0.0451,-0.045,13.821,0.044,-0.044,9.19,0.018,-0.018,12.7331,0.00044,-0.00044,25/02/2023,2020-03,25/02/2023
G 9-40 b,G 9-40,1,CONFIRMED,Stefansson et al. 2020,1,1,Transit,2019,K2,Published Confirmed,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,5.7459982,2e-06,-2e-06,1.9,0.065,-0.065,0.0,0.16950694,0.00579892,-0.00579892,0.0,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,3395.0,51.0,-51.0,0.3026,0.0095,-0.0095,0.2952,4.84,0.04,-0.04,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276,0.0451,-0.045,13.821,0.044,-0.044,9.19,0.018,-0.018,12.7331,0.00044,-0.00044,22/10/2024,2022-10,22/10/2024
GJ 9827 b,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,1.2089802,8.4e-06,-8.1e-06,1.62,0.11,-0.11,0.0,0.14452672,0.00981354,-0.00981354,0.0,0,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,4269.0,98.0,-99.0,0.613,0.033,-0.034,0.614,4.651,0.055,-0.05,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,23/08/2019,2018-02,21/06/2018
GJ 9827 b,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,1.208957,1.3e-05,-1.2e-05,1.75,0.11,-0.12,0.0,0.15612454,0.00981354,-0.01070568,0.0,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,4255.0,110.0,-110.0,0.651,0.065,-0.065,0.659,4.7,0.15,-0.15,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,23/08/2019,2017-12,02/11/2017
GJ 9827 b,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,1.208966,1.2e-05,-1.2e-05,1.58,0.14,-0.13,0.0,0.1409584,0.01248998,-0.01159784,0.0,0,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,4219.0,70.0,-70.0,0.622,0.051,-0.051,0.637,4.657,0.042,-0.042,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,12/07/2021,2018-10,12/07/2021
GJ 9827 b,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,1.2089765,2.3e-06,-2.3e-06,1.529,0.05787,-0.05787,0.0,0.13640848,0.00516282,-0.00516282,0.0,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4294.0,52.0,-52.0,0.579,0.018,-0.018,0.593,4.682,0.021,-0.021,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,17/09/2025,2025-06,17/09/2025
GJ 9827 b,GJ 9827,1,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,1.208974,1e-06,-1e-06,1.44,0.09,-0.07,0.0,0.12846842,0.00802928,-0.00624499,0.0,0,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,4236.0,12.0,-12.0,0.58,0.03,-0.03,0.62,4.719,0.013,-0.013,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,09/01/2025,2024-01,09/01/2025
GJ 9827 b,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,1.2089819,6.93e-06,-7.14e-06,1.577,0.027,-0.031,0.0,0.14069052,0.00240878,-0.00276563,0.0,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,4340.0,40.0,-53.0,0.602,0.005,-0.004,0.606,4.66,0.015,-0.01,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,23/08/2019,2019-04,29/08/2019
GJ 9827 c,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,3.648083,6e-05,-5.8e-05,1.269,0.087,-0.089,0.0,0.1132126,0.00776162,-0.00794005,0.0,0,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,4269.0,98.0,-99.0,0.613,0.033,-0.034,0.614,4.651,0.055,-0.05,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,23/08/2019,2018-02,21/06/2018
GJ 9827 c,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,3.648095,2.4e-05,-2.4e-05,1.201,0.04586,-0.04586,0.0,0.10714623,0.00409136,-0.00409136,0.0,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,4294.0,52.0,-52.0,0.579,0.018,-0.018,0.593,4.682,0.021,-0.021,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,17/09/2025,2025-06,17/09/2025
GJ 9827 c,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,3.64823,0.00012,-0.00012,1.24,0.11,-0.11,0.0,0.11062558,0.00981356,-0.00981356,0.0,0,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,4219.0,70.0,-70.0,0.622,0.051,-0.051,0.637,4.657,0.042,-0.042,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,12/07/2021,2018-10,12/07/2021
GJ 9827 c,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,3.6480957,6.33e-05,-6.21e-05,1.241,0.024,-0.026,0.0,0.1107146,0.00214114,-0.00231956,0.0,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,4340.0,40.0,-53.0,0.602,0.005,-0.004,0.606,4.66,0.015,-0.01,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,23/08/2019,2019-04,29/08/2019
GJ 9827 c,GJ 9827,0,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,3.64802,0.00011,-0.00011,1.36,0.09,-0.09,0.0,0.12133107,0.00802926,-0.00802926,0.0,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,4255.0,110.0,-110.0,0.651,0.065,-0.065,0.659,4.7,0.15,-0.15,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,23/08/2019,2017-12,02/11/2017
GJ 9827 c,GJ 9827,1,CONFIRMED,Niraula et al. 2017,1,3,Transit,2017,K2,Published Confirmed,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,3.648103,1.3e-05,-1e-05,1.13,0.07,-0.05,0.0,0.10081202,0.00624499,-0.00446071,0.0,0,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,4236.0,12.0,-12.0,0.58,0.03,-0.03,0.62,4.719,0.013,-0.013,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,09/01/2025,2024-01,09/01/2025
