ra,dec,pl_orbper,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,mission,disposition_norm
54.371568,-43.70451,4.0589926,5.84962,28.012,640.0,5556.0,4.44,0.99,12.4969,TESS,CANDIDATE
55.001711,-14.068976,4.7743169,12.3583,239.866,1096.0,5549.0,4.29,1.18,13.0862,TESS,CANDIDATE
88.146808,-19.031627,3.3252703,11.5039006,47.331494,668.9710175,3724.0,4.68255,0.596801,13.3383,TESS,CONFIRMED
82.157034,-27.031688,17.4314043,9.8169,43.2591,714.0,5923.0,4.4,1.08,13.1744,TESS,CANDIDATE
68.143794,-4.785446,3.0421828,14.5498,414.535,1257.0,5582.5,4.43,1.0,13.3206,TESS,CANDIDATE
79.684211,0.292396,6.7934811,15.1938,111.068,904.0,6121.0,3.94,1.92,12.2624,TESS,FALSE
81.1665,1.757343,3.0929206,11.6629,460.711,1290.0,5787.4,4.15,1.43,12.9876,TESS,FALSE
73.583455,7.775395,6.4879123,16.7425,92.2897,863.0,6782.0,4.13,1.73,12.8181,TESS,CANDIDATE
74.236863,2.66232,7.0308254,3.61495,149.202,973.0,5516.0,4.51,0.9,11.6829,TESS,CANDIDATE
74.254788,-15.10348,7.9461192,13.6973,49.6833,739.0,5416.0,4.13,1.38,13.372,TESS,CANDIDATE
82.82353,14.314367,3.313358,14.6999,817.242,1489.0,6209.0,3.97,1.87,13.3354,TESS,CANDIDATE
67.157759,14.533291,7.7688831,11.4556,40.9939,704.0,5851.0,4.35,1.14,12.587,TESS,CANDIDATE
93.057845,-14.649317,13.6308024,3.5493962,60.1603117,710.3089208,6114.0,4.5101,1.00528,8.7615,TESS,CONFIRMED
76.597155,3.280489,11.5341529,6.82739,19.425,584.0,6356.0,4.18,1.51,11.0796,TESS,CANDIDATE
76.320243,-44.654977,8.5725884,10.4135,222.607,1076.0,5807.0,4.11,1.5,13.364,TESS,CANDIDATE
66.070044,-47.111686,4.0519584,10.7206,24.4556,619.0,5147.0,4.28,1.12,13.2815,TESS,CANDIDATE
70.222013,-16.590025,1.9113216,10.1581,223.347,1076.0,4578.0,4.25,1.05,11.8326,TESS,CANDIDATE
83.000492,-2.417632,5.629318,14.4974,86.4308,849.0,5885.0,4.1,1.53,13.5249,TESS,CANDIDATE
64.197037,-21.610135,35.7861915,13.2073,8.69035,478.0,5755.0,4.59,0.85,12.4332,TESS,CANDIDATE
60.585987,12.414279,4.1249095,10.7709,453.643,1285.0,6007.5,4.16,1.44,13.3233,TESS,CANDIDATE
78.673355,14.447352,4.2333233,12.5093,217.929,1070.0,5696.0,4.33,1.14,13.5306,TESS,CANDIDATE
82.30396,-10.328696,10.1766089,11.0026,154.351,981.0,5452.0,4.26,1.19,13.2669,TESS,CANDIDATE
94.009904,-25.031411,12.1914558,4.6131319,44.7551381,659.6756823,5418.0,4.57259,0.840971,10.6995,TESS,CONFIRMED
72.793934,-8.44732,8.5821795,9.30439,149.861,974.0,5818.0,4.38,1.1,12.735,TESS,CANDIDATE
68.219308,-3.737468,3.121702,14.8115,842.648,1500.0,5944.0,4.25,1.29,12.2469,TESS,CANDIDATE
76.580083,13.772207,5.1155806,13.6976,366.902,1219.0,6349.0,4.07,1.71,13.1052,TESS,CANDIDATE
76.579417,3.588516,2.6875966,13.3886,272.867,1132.0,5885.0,3.77,2.24,12.4562,TESS,CANDIDATE
72.164943,12.95525,11.9140328,9.89059,194.396,1040.0,5359.0,4.08,1.77,11.4616,TESS,CANDIDATE
101.244048,-14.546664,0.4709937,14.5973,2761.87,2019.0,6719.0,4.26,1.47,12.2096,TESS,CANDIDATE
91.473323,0.357256,3.3560085,15.1419,1635.6,1771.0,5906.0,4.26,1.27,13.4142,TESS,CANDIDATE
98.351102,-23.486086,3.5857076,15.8525901,1089.170986,1465.189392,6400.0,4.34435,1.34556,9.79059,TESS,CONFIRMED
84.166705,-38.519128,1.4798437,8.37272,2205.43,1909.0,5475.0,4.07,1.5,12.8983,TESS,CANDIDATE
86.421113,-12.128385,8.8720052,8.76898,117.013,916.0,5626.0,4.2,1.31,12.4505,TESS,CANDIDATE
94.936966,-5.719195,7.9144674,14.5746,80.2209,833.0,5431.0,4.42,1.0,13.2837,TESS,CANDIDATE
105.00193,-2.339506,6.4274159,12.9491,41.0821,705.0,6227.0,4.12,1.58,11.907,TESS,FALSE
105.24334,-2.259145,5.2376102,16.2444,3686.59,2170.0,7666.0,3.87,2.59,12.9871,TESS,CANDIDATE
105.737414,-0.80334,4.1583367,16.0152,1509.9,1736.0,8131.7,4.35,1.55,13.187,TESS,CANDIDATE
98.690645,4.395871,5.1409029,8.29803,207.445,1057.0,6282.4,4.47,1.07,12.6581,TESS,CANDIDATE
91.094456,-16.340258,14.3953055,11.615,23.3681,612.0,4850.0,4.56,0.77,12.4967,TESS,CANDIDATE
99.86703,-33.540223,0.5682596,24.8489,138.045,954.0,3294.0,4.438,0.5,12.3123,TESS,CANDIDATE
104.182427,-7.824428,3.7810832,15.3456,702.278,1434.0,6364.0,4.14,1.59,13.3224,TESS,CANDIDATE
103.329839,-12.503913,10.8910909,10.6208,177.179,1016.0,6619.0,4.17,1.61,12.9256,TESS,CANDIDATE
101.227819,-14.290038,3.6590997,14.6976,814.239,1488.0,6624.0,4.18,1.58,13.0796,TESS,CANDIDATE
100.907325,-10.584142,3.572359,3.43709,495.575,1314.0,5730.0,4.52,0.92,11.2567,TESS,CANDIDATE
108.008894,15.348909,2.0763072,12.6426,243.693,1100.0,5805.0,4.5,0.95,12.2651,TESS,CANDIDATE
92.729819,-13.166915,4.2971136,14.1426,166.22,1000.0,5203.0,4.53,0.85,12.1022,TESS,CANDIDATE
90.272905,-2.287897,7.151653,22.4773,44.731,720.0,5635.0,4.32,1.14,12.7858,TESS,CANDIDATE
104.856724,9.377591,6.0879495,12.8134,12.8029,526.0,3971.0,4.6,0.66,13.2415,TESS,CANDIDATE
99.131437,-2.137649,6.9279673,9.55039,70.231,806.0,5950.0,4.44,1.04,12.5934,TESS,CANDIDATE
101.114922,-32.858388,1.5732848,14.7247524,1563.637366,1603.813112,5400.0,4.38782,1.09539,12.0506,TESS,CONFIRMED
90.620926,16.49946,4.0681112,9.75584,4517.28,2283.0,7070.0,4.13,1.78,11.5548,TESS,CANDIDATE
102.67513,-18.384855,1.8911553,21.7999,538.48,1342.0,5711.0,4.44,1.01,13.1802,TESS,CANDIDATE
96.000589,14.012921,5.3054422,17.4742,510.647,1324.0,6473.0,4.35,1.27,13.0454,TESS,CANDIDATE
90.358122,12.547883,6.2356356,9.02698,633.344,1397.0,5854.0,3.97,1.76,11.9039,TESS,CANDIDATE
94.809455,0.651664,2.8564778,21.5886,8379.19,2665.0,5777.0,4.02,1.65,13.4148,TESS,CANDIDATE
103.410508,-13.436384,9.3202467,7.8768,250.474,1108.0,5916.0,4.02,1.67,11.992,TESS,CONFIRMED
87.824224,13.745892,4.6498719,16.6839,4756.94,2313.0,9056.0,4.3,1.78,12.1359,TESS,FALSE
94.112091,-22.546882,2.5167257,12.9083148,558.8280149,1240.050272,5403.0,4.50146,0.982638,12.7632,TESS,CONFIRMED
105.418571,2.18915,2.4849639,14.0194,1421.21,1710.0,6252.0,4.11,1.6,12.6648,TESS,CANDIDATE
103.526509,5.47603,4.1034672,10.5038,689.785,1427.0,6753.0,4.39,1.27,12.9065,TESS,CANDIDATE
108.746489,-0.242934,6.2185453,19.4459,798.226,1480.0,7968.0,4.06,2.14,13.0802,TESS,CANDIDATE
95.81556,4.896407,4.8013522,14.2355,1151.39,1622.0,6399.9,3.9,2.11,12.7323,TESS,CANDIDATE
79.129717,-41.447416,7.5395871,4.39334,55.2646,759.0,5223.0,4.6,0.78,11.9046,TESS,CANDIDATE
86.427665,-45.029229,5.2192426,3.8343,190.795,1035.0,5688.0,4.45,0.99,11.8128,TESS,CANDIDATE
100.933213,13.599214,4.1018859,13.8992,759.181,1462.0,6327.7,4.3,1.31,13.3212,TESS,CANDIDATE
93.128141,6.245159,1.3832999,16.4864,10840.4,2842.0,5786.0,4.33,1.16,13.4835,TESS,CANDIDATE
86.748329,-32.532543,8.2617663,2.3414536,18.8227716,531.2398464,4105.0,4.60015,0.6194,10.8835,TESS,CANDIDATE
87.074174,-15.199497,3.2141617,11.8959,462.146,1291.0,7137.0,4.17,1.72,11.6252,TESS,CANDIDATE
103.832704,1.1053,5.0467874,9.9097,995.585,1564.0,6252.0,4.45,1.08,13.3596,TESS,CANDIDATE
97.617333,14.058323,5.3970484,11.7601,1200.61,1639.0,5996.0,3.78,2.24,12.4037,TESS,CANDIDATE
99.476085,-14.040744,3.6307276,14.0586,855.031,1506.0,6350.0,4.35,1.25,13.0345,TESS,CANDIDATE
93.487675,-37.668865,22.7273078,19.0824,34.998,677.0,6243.0,3.93,1.98,12.022,TESS,CANDIDATE
103.342745,-24.227866,2.0804611,11.5464,3648.06,2165.0,6434.0,4.14,1.6,13.4965,TESS,CANDIDATE
95.379267,-16.525572,5.7627112,15.7774,1176.49,1631.0,6589.0,4.24,1.48,12.7743,TESS,CANDIDATE
95.934296,-24.024654,9.6578504,9.98401,258.473,1117.0,5557.0,3.79,2.09,12.2627,TESS,CONFIRMED
99.581416,-47.613867,3.0629783,14.5105081,2303.34,1912.912954,7691.0,4.11671,2.05,8.8742,TESS,CANDIDATE
109.574595,14.11587,3.7863767,9.94411,2897.86,2044.0,6892.9,3.95,2.16,12.1499,TESS,CANDIDATE
100.058596,-6.932085,4.3591525,3.61577,626.954,1394.0,5866.0,4.3,1.2,11.2806,TESS,CANDIDATE
93.720773,-10.854988,5.8679992,14.2889,1505.89,1735.0,7054.0,3.96,2.16,11.9337,TESS,CANDIDATE
105.093951,-1.483723,1.6025971,10.4975,905.776,1528.0,5164.0,4.43,0.95,13.488,TESS,CANDIDATE
117.097528,2.111455,1.9326573,10.5088307,484.1155352,1196.346558,4909.0,4.47,0.861743,12.6574,TESS,CANDIDATE
104.997787,-36.319389,2.7319222,13.2415,2289.27,1927.0,5473.0,3.79,2.08,13.1935,TESS,CANDIDATE
112.650574,-28.912866,7.2644599,15.0763,468.187,1295.0,6617.0,4.15,1.64,10.4397,TESS,CANDIDATE
101.127503,-42.76223,2.9444273,12.7921539,317.4314288,1076.545105,5150.0,4.55754,0.88727,11.7583,TESS,CONFIRMED
111.76498,-32.185807,1.9491813,15.8333,3650.34,2165.0,6472.0,4.29,1.36,12.9825,TESS,CANDIDATE
118.546528,1.792994,6.0049484,12.6954,315.049,1173.0,6373.5,4.26,1.26,11.9135,TESS,CANDIDATE
124.547133,2.581065,2.8894603,13.0354,480.071,1304.0,5604.0,4.46,0.97,13.3319,TESS,CANDIDATE
114.942649,-21.485618,1.7454828,14.1453349,3879.807125,2012.900388,6674.0,4.24,1.4871401,11.4048,TESS,CANDIDATE
100.707817,-41.409593,8.6000244,4.55822,180.356,1020.0,5700.8,4.33,1.14,12.5447,TESS,CANDIDATE
110.784874,-22.439744,2.4732088,15.4982,1846.66,1826.0,6643.0,4.04,1.87,11.5293,TESS,CANDIDATE
125.554446,-25.067535,10.4137997,10.0431,118.725,919.0,6079.0,4.33,1.2,11.6309,TESS,CANDIDATE
122.05312,-9.487219,2.9588764,14.8585,1285.38,1668.0,6041.0,4.38,1.13,13.3209,TESS,CANDIDATE
122.342233,-34.567284,3.8074213,15.4202705,805.2235864,1358.622715,5296.0,4.01,1.56375,12.9318,TESS,CANDIDATE
102.329632,-43.739862,10.7490194,11.4707,27.7925,639.0,5424.0,4.3,1.14,13.4765,TESS,CANDIDATE
100.158863,-27.571261,2.921685,19.091127,1458.399693,1576.118587,6332.0,4.26074,1.37266,11.0913,TESS,FALSE
93.862256,-42.39217,4.6942884,16.4932,948.685,1546.0,6400.0,3.93,2.03,12.4648,TESS,CANDIDATE
124.825286,-21.956958,6.7519508,19.5004,209.336,1059.0,8297.0,4.29,1.69,12.6847,TESS,CANDIDATE
109.730884,-15.760907,3.3583921,8.84831,344.843,1200.0,5177.0,4.46,0.91,13.2701,TESS,CANDIDATE
126.577821,-10.504751,6.4311106,11.4436,202.251,1050.0,6741.0,4.27,1.45,12.7651,TESS,CANDIDATE
116.590947,-25.156426,5.6984189,10.8479,1406.27,1706.0,7528.0,4.2,1.74,11.9623,TESS,CANDIDATE
120.578645,-19.507612,3.5037708,13.0482,608.189,1383.0,6107.0,4.19,1.42,12.5494,TESS,CANDIDATE
104.439613,-40.307924,4.3930669,14.0261,275.326,1134.0,6328.0,4.3,1.32,12.4832,TESS,CANDIDATE
106.746934,-44.986628,7.5002702,11.2467,72.4941,812.0,5644.0,4.32,1.14,13.1637,TESS,CANDIDATE
91.089719,-16.96539,2.7817379,12.6841023,615.4708822,1270.344839,5600.0,4.4291,1.02095,10.8164,TESS,CONFIRMED
121.334804,4.441215,1.6102435,16.8320485,3426.343546,1951.315418,6080.2,4.15,1.48651,13.1561,TESS,CANDIDATE
109.388382,-19.828939,4.2809767,13.0113,445.261,1279.0,5964.0,4.13,1.49,10.8961,TESS,CONFIRMED
133.586405,1.575503,8.4481666,10.2494,22.9265,609.0,5826.1,4.42,1.05,11.0783,TESS,CANDIDATE
114.554441,-4.006915,3.4658629,15.0462,1145.52,1620.0,6688.0,4.24,1.49,13.2584,TESS,CANDIDATE
110.483552,-12.565478,3.5658043,13.7385,1115.66,1610.0,6214.0,4.23,1.4,12.0465,TESS,CANDIDATE
108.682186,-27.700929,3.5775958,15.3215,665.763,1415.0,6355.0,4.12,1.61,13.1502,TESS,CANDIDATE
126.621993,3.001351,2.9922495,20.032,218.392,1070.0,5932.0,4.09,1.55,13.3736,TESS,CANDIDATE
116.616275,7.92953,5.5261155,9.00518,65.4488,792.0,4824.0,4.48,0.84,12.7577,TESS,CANDIDATE
108.587629,-25.646329,4.0234634,12.891,832.08,1496.0,6678.0,4.26,1.45,13.0983,TESS,CANDIDATE
88.378462,-16.265397,6.8659582,2.8144915,531.5209848,1224.615786,6212.63,4.438,1.5000401,6.7799,TESS,CONFIRMED
114.708588,4.35637,4.3229915,7.54314,50.2356,741.0,6121.0,4.25,1.37,10.9833,TESS,CANDIDATE
112.491073,-13.625055,1.7131374,6.86542,1919.49,1844.0,5843.0,4.39,1.08,13.1675,TESS,CANDIDATE
120.307448,14.163226,8.4516737,8.2562,168.924,1004.0,5782.9,4.11,1.48,12.0548,TESS,CANDIDATE
110.163384,-29.951583,5.0648401,8.28506,873.95,1514.0,6675.0,3.75,2.62,10.2278,TESS,CANDIDATE
133.484281,-4.925834,8.9981735,9.52189,155.205,983.0,5444.0,4.24,1.22,13.2933,TESS,CANDIDATE
103.789612,-31.106599,8.4476983,4.97976,189.537,1033.0,5902.0,4.36,1.13,11.7503,TESS,CANDIDATE
114.720385,-37.67179,17.6868627,8.80381,2.06218,333.0,4496.0,4.52,0.77,11.9698,TESS,CANDIDATE
116.205938,-26.074575,1.4700596,16.1051,2605.29,1990.0,6308.0,3.88,2.12,13.4542,TESS,FALSE
125.987724,-23.243406,4.4722598,9.0734924,917.7199576,1403.774321,6211.0,4.18,1.4818799,12.6417,TESS,CANDIDATE
110.512686,-57.384998,10.3311664,11.9428,253.126,1111.0,5760.0,3.97699,1.73,9.3935,TESS,CONFIRMED
110.196243,-21.679526,2.4162514,14.6399,2303.62,1930.0,6688.0,3.95,2.1,12.7549,TESS,CANDIDATE
107.081813,-23.545352,3.3138453,8.15594,1568.27,1753.0,6153.0,4.24,1.36,12.9655,TESS,CANDIDATE
116.816244,-7.66526,5.545745,15.8197,118.195,918.0,5706.0,4.41,1.05,13.0015,TESS,CANDIDATE
124.447282,-9.05703,8.9727235,13.0195,134.631,948.0,5605.0,4.27,1.21,13.425,TESS,CANDIDATE
99.848586,-43.82762,11.2473628,15.7487,119.042,920.0,6141.0,4.14,1.53,13.3087,TESS,CANDIDATE
111.092717,-44.032701,3.190373,12.0669,75.4043,820.0,3722.0,4.65,0.6,14.6435,TESS,FALSE
131.107268,-39.638326,2.6006996,8.8613965,1346.910133,1545.092216,6673.0,4.47,1.1433901,13.2881,TESS,CANDIDATE
124.904596,-43.057211,1.5889429,14.0293,399.352,1245.0,5150.0,4.57,0.8,13.0819,TESS,CANDIDATE
81.399006,8.440499,10.8717,9.098964,4.5869403,373.250606,3692.0,4.78092,0.488,13.084,TESS,FALSE
128.611432,-30.585959,27.1358856,10.9270095,70.1883225,738.2202692,6315.0,4.28,1.33332,11.9556,TESS,CANDIDATE
122.427886,-42.156819,5.469359,12.6725,278.238,1137.0,7182.0,4.23,1.61,12.7761,TESS,CANDIDATE
125.826083,-43.693856,4.4712213,15.8899,5650.08,2415.0,7586.0,4.22,1.71,12.6614,TESS,CANDIDATE
134.192296,-12.572658,3.7260939,13.5887921,428.5861553,1160.457619,5736.0,4.45,0.9975,12.3474,TESS,CANDIDATE
147.253606,-3.609379,5.124162,13.6708,581.326,1367.0,5750.0,4.01,1.65,12.8792,TESS,CANDIDATE
135.722015,-33.294867,5.9730504,13.7408,421.342,1262.0,6137.0,4.2,1.41,12.8972,TESS,CANDIDATE
111.14992,-48.619915,19.0286016,8.13514,13.7261,536.0,4733.0,4.5,0.81,13.351,TESS,CANDIDATE
116.835959,-49.122453,0.9855374,10.8393,1493.99,1732.0,6198.4,4.02,1.76,13.1591,TESS,FALSE
94.336356,-38.323383,4.3780807,15.1767346,1103.270751,1469.908413,5570.0,4.01069,1.79224,10.439,TESS,CONFIRMED
136.219646,-31.930076,2.6375869,16.5853,2389.95,1947.0,6196.0,3.59,2.9,12.292,TESS,CANDIDATE
132.682582,-34.782931,2.7805098,8.80341,48.6261,735.0,3949.0,4.59,0.68,13.7028,TESS,CANDIDATE
131.897866,-21.859336,3.6520005,12.1216,1753.41,1802.0,7194.0,4.19,1.69,12.2709,TESS,CANDIDATE
142.40406,-0.992604,3.118166,8.60632,273.914,1133.0,5218.8,4.27,1.15,13.0519,TESS,CANDIDATE
139.346697,-20.923355,5.1953991,13.6454,343.068,1198.0,6047.0,3.97,1.82,13.0341,TESS,CANDIDATE
127.690441,-27.408239,5.1035091,13.7067,296.8457469,1058.650135,8086.0,4.1,2.07,11.031,TESS,CANDIDATE
158.073445,2.237845,0.760019,7.2902589,9667.922808,2529.024538,5690.2,4.0,1.65999,11.869,TESS,FALSE
83.531883,-0.207762,4.728681,8.96336,222.388,1075.0,4425.0,4.57,0.9,11.6888,TESS,FALSE
121.23238,-47.76813,2.3992876,4.05839,1543.44,1746.0,6536.0,4.45,1.15,12.2896,TESS,FALSE
145.897267,0.615029,9.6284672,11.9294,66.4905,795.0,5388.3,4.53,0.88,12.7964,TESS,CANDIDATE
126.694615,-27.024954,8.3548746,10.7025,205.555,1054.0,6643.0,4.16,1.63,12.403,TESS,CANDIDATE
119.174735,-42.963073,4.5425274,11.925,818.029,1489.0,7333.0,4.45,1.28,12.5368,TESS,CANDIDATE
153.910453,-9.324686,4.21909,12.0136223,1222.564355,1508.12619,5367.0,3.79,2.02385,12.749,TESS,CANDIDATE
120.497337,-35.061315,1.0638184,4.08617,4267.44,2251.0,4963.0,4.63,0.73,13.0246,TESS,FALSE
122.493817,-37.073013,3.7235407,18.0478848,2131.487051,1732.967525,7492.0,4.29,1.54879,13.0971,TESS,CANDIDATE
119.771898,-37.900646,3.0617364,8.08218,583.235,1369.0,6783.0,4.62,0.98,12.5874,TESS,FALSE
83.622986,-4.415044,1.2667147,8.31491,3265.32,2105.0,6084.0,4.28965,1.87,9.9955,TESS,FALSE
150.189168,-14.834691,7.6778159,17.73,680.523,1422.0,5938.0,4.32,1.19,12.8901,TESS,CANDIDATE
112.229289,-44.139772,21.6091483,2.134,103.508,888.0,5967.0,4.36,1.15,9.4051,TESS,CANDIDATE
137.795138,-42.518066,7.2307407,13.364,1009.89,1570.0,7747.0,4.39,1.43,11.8422,TESS,CANDIDATE
137.631803,-43.743559,7.2333744,9.46193,14.6012,544.0,5508.0,4.53,0.89,13.2181,TESS,CANDIDATE
151.906378,-31.768952,3.9230475,9.13123,336.151,1192.0,5620.0,4.23,1.28,13.2372,TESS,CANDIDATE
145.691325,-39.786778,7.5872202,16.4426,76.4611,823.0,6419.0,3.86,2.21,12.9514,TESS,CANDIDATE
180.231429,-23.634554,14.4896397,7.558,1.21746,292.0,3376.0,4.87,0.35,14.379,TESS,FALSE
149.242428,-43.384703,1.8881146,13.7957,2630.38,1995.0,6309.0,4.23,1.42,13.1051,TESS,CANDIDATE
109.880143,-55.728421,1.7509117,16.6835695,46.5314175,666.1259003,3333.0,4.79,0.443812,14.8083,TESS,FALSE
171.798638,-36.070515,7.1878971,18.372,287.355,1147.0,5144.9,4.4,0.97,13.1012,TESS,CANDIDATE
98.454881,-58.525032,1.7447031,0.591815,107.262,896.0,3445.0,4.85243,0.43,9.36854,TESS,CONFIRMED
183.563961,-13.174841,1.5229985,8.99483,37.1159,687.0,3237.0,4.87,0.35,13.7726,TESS,CONFIRMED
154.751315,-35.683893,3.4321678,9.36413,2393.6,1948.0,6176.0,3.82,2.22,12.3349,TESS,CANDIDATE
167.255241,-10.188311,12.4856615,12.2535,3.28873,375.0,3473.0,4.78,0.45,14.667,TESS,CANDIDATE
148.064823,-33.044965,5.2410982,9.54095,53.3051,752.0,6119.0,4.4,1.12,13.0585,TESS,CANDIDATE
167.903229,-8.694301,1.2655205,11.3966,583.776,1369.0,5243.0,4.1,1.41,13.4804,TESS,CANDIDATE
148.957422,-43.048866,4.1059615,9.32533,1015.01,1572.0,6524.0,4.32,1.32,13.157,TESS,CANDIDATE
137.475656,-43.366847,2.835273,11.2429,5246.76,2371.0,6996.0,4.1,1.83,12.959,TESS,CANDIDATE
52.540546,-70.399584,24.3321784,2.727569,32.6779,666.0,5450.0,4.40968,1.0083,9.8542,TESS,CANDIDATE
147.429759,-48.111763,1.8119168,8.20112,2335.94,1936.0,6146.0,4.54,0.96,13.353,TESS,CANDIDATE
153.17829,-29.168821,1.7687528,19.8865,3371.36,2122.0,6176.0,4.12,1.56,12.7595,TESS,CANDIDATE
152.911589,-48.205913,1.7125104,9.77984,12427.4,2941.0,7938.0,3.92,2.52,12.6425,TESS,CANDIDATE
194.027192,-26.204243,0.8313018,6.57285,1906.13,1840.0,5983.0,4.4,1.1,12.6116,TESS,CANDIDATE
154.773709,-58.77487,2.2866856,14.738,5350.8,2382.0,8277.0,3.98,2.41,13.1088,TESS,CANDIDATE
150.022254,-53.460937,9.7929019,10.6608,127.221,935.0,6322.0,4.28,1.33,12.5502,TESS,CANDIDATE
156.66238,-52.23695,5.2220526,12.0807,896.671,1524.0,6718.0,4.15,1.67,12.2316,TESS,CANDIDATE
188.544304,-41.837289,4.728422,13.0542,59.5611,773.0,5655.8,4.29,1.18,13.4358,TESS,CANDIDATE
130.643983,-59.619955,5.3763108,9.71605,242.224,1099.0,6543.0,4.2,1.53,13.3342,TESS,CANDIDATE
120.593607,3.337163,1.1979996,1.2107339,58.2602237,704.6326883,3332.0,4.91528,0.354529,11.1972,TESS,CONFIRMED
198.004287,-53.449373,3.4717583,15.0586,1172.33,1630.0,6549.0,4.26,1.43,12.8382,TESS,CANDIDATE
140.897667,-61.880266,4.4158835,11.2662,647.404,1405.0,5306.0,3.78,2.03,13.2953,TESS,CANDIDATE
159.546802,-54.579059,4.4360402,11.7883,410.649,1254.0,6633.0,4.29,1.39,11.2673,TESS,CANDIDATE
155.731521,-50.177433,4.4967355,10.7052,1127.24,1614.0,6534.0,4.2,1.53,12.9582,TESS,CANDIDATE
158.261633,-57.281506,3.251249,19.6899,706.995,1436.0,6951.0,4.18,1.66,12.9004,TESS,FALSE
149.552915,-58.947542,5.1873583,12.2426,2667.28,2002.0,7868.0,4.13,1.96,12.6039,TESS,CANDIDATE
124.337853,-60.030976,9.4185437,8.08768,223.026,1076.0,6243.0,4.12,1.58,12.0728,TESS,CANDIDATE
123.250703,4.787029,3.6466612,13.2844134,999.6687505,1434.114341,6096.0,4.21513,1.35672,11.8997,TESS,CONFIRMED
172.065775,-49.667865,3.0471275,15.718004,2283.147948,1763.00386,6823.0,4.19,1.60466,11.6042,TESS,CANDIDATE
193.942675,-18.736439,4.516649,11.1801,509.073,1323.0,5850.0,4.17,1.4,13.2078,TESS,CANDIDATE
153.729627,-58.677888,8.9641788,11.2056,56.781,764.0,6956.0,4.12,1.77,12.1122,TESS,CANDIDATE
142.254042,-58.862842,5.1609259,10.5964,1325.48,1680.0,7102.0,4.23,1.6,12.554,TESS,CANDIDATE
167.812428,-50.088877,4.3066915,11.6239,313.657,1172.0,6618.0,4.4,1.23,13.1546,TESS,CANDIDATE
197.341671,-32.829454,2.7652293,3.48557,33.0144,667.0,3830.0,4.62,0.64,11.9277,TESS,CANDIDATE
153.027758,-61.462095,2.3908076,14.4175,3793.38,2186.0,7228.0,4.15,1.77,12.4218,TESS,CANDIDATE
123.949843,5.836867,2.8106013,15.9952263,1467.957255,1578.694522,6304.0,4.35913,1.34004,9.93908,TESS,CONFIRMED
201.402547,-38.706171,7.6650157,14.8051,516.192,1327.0,6085.0,4.04,1.68,13.1119,TESS,CANDIDATE
182.897552,-31.718427,16.0462248,10.789,14.0395,539.0,5295.9,4.22,1.23,12.5306,TESS,CANDIDATE
138.943337,-60.291854,4.1934945,9.49438,137.464,953.0,5541.0,4.01,1.63,12.8989,TESS,FALSE
158.216344,-59.880412,4.9142901,12.5243,2462.94,1962.0,8065.0,4.27,1.7,12.3934,TESS,CANDIDATE
156.222381,-56.950477,2.4118274,19.2999,2090.41,1883.0,8765.0,4.21,1.92,12.5927,TESS,CANDIDATE
137.989614,-59.602869,11.9768241,8.81618,84.7541,845.0,6059.0,4.41,1.09,13.3678,TESS,CANDIDATE
135.345703,-63.562345,19.7112002,9.99929,104.142,889.0,6636.0,4.18,1.59,13.2223,TESS,CANDIDATE
180.114014,-47.243939,11.6484665,16.0778778,243.8397642,1007.849958,6496.0,4.64,1.99518,10.609,TESS,CANDIDATE
128.925689,10.206587,3.3326812,14.4797,521.877,1331.0,5645.0,4.37683,1.11,12.7656,TESS,CONFIRMED
164.016026,-54.280472,5.506691,14.6366494,204.5601687,964.5506052,5277.0,4.38,1.01161,13.467,TESS,CANDIDATE
164.519868,-56.385999,4.4573401,13.5074,1527.79,1741.0,7514.0,4.3,1.54,12.7706,TESS,CANDIDATE
192.36952,-23.076218,7.4105517,18.0468,111.176,904.0,5546.0,4.53,0.89,13.346,TESS,CANDIDATE
187.110757,-46.072906,6.5430693,4.75554,53.4345,753.0,4689.0,4.55,0.76,12.3375,TESS,CANDIDATE
204.542672,-28.142921,10.5988743,12.6054,18.1082,574.0,5809.9,4.42,1.04,11.6629,TESS,CONFIRMED
176.240233,-38.139716,4.1197036,9.06392,1047.58,1584.0,5848.8,3.96,1.79,12.1137,TESS,CONFIRMED
203.73203,-64.830059,4.7738904,13.3725,597.141,1377.0,6681.0,4.33,1.35,11.1646,TESS,CANDIDATE
211.722845,-29.306832,6.5329169,7.59526,221.525,1074.0,5698.0,4.15,1.39,12.0272,TESS,CANDIDATE
233.386032,-42.100569,3.6470909,16.5056,369.697,1221.0,6050.0,4.09,1.58,12.9098,TESS,CANDIDATE
118.063438,12.139347,3.1220166,14.3229397,2108.436159,1728.263124,6280.0,4.08133,1.72958,11.3155,TESS,CONFIRMED
229.63811,-51.282012,2.5245706,13.3195,3197.52,2094.0,6687.0,4.15,1.66,12.8127,TESS,CANDIDATE
91.856826,-51.896853,12.9175271,9.95556,69.9889,805.0,5501.0,4.17,1.34,12.2607,TESS,CANDIDATE
165.117434,-67.872351,3.9511085,15.9780798,833.9339122,1370.574535,5933.0,4.19,1.37614,13.484,TESS,CANDIDATE
177.011518,-72.715335,6.809144,10.1542,1033.51,1579.0,6464.0,3.87,2.2,12.29,TESS,CANDIDATE
